ClubId,ClubName,District,Division,Area,Prospective,Street,City,Postcode,Longitude,Latitude,CountryName,CharterDate,Location,MeetingDay,MeetingTime,FacebookLink,Website,OnlineAttendance
28675510,Stamford Speakers,71,H,14,false,13 Broad Street,Stamford,PE9 1PG,-0.48,52.65,United Kingdom,2022-12-20,St. Mary and St. Augustine Church Hall,1st & 3rd Monday,6:30 PM,,https://www.meetup.com/stamford-speakers-toastmasters-club/,false
28675616,Mannok Toastmasters,71,C,19,false,"180 Ballyconnell Road, Derrylin",Enniskillen,BT92 9GP,-7.64,54.3,Ireland,2022-09-22,Mannok Innovation Academy,2nd & 4th Tuesday,12:45 PM,,,false
28675756,No Excuses Online Toastmasters Club,71,E,06,false,"28 Sharrard Close, Underwood",Nottingham,NG16 5EQ,-1.3,53.05,United Kingdom,2023-07-28,Online,1st & 3rd Tuesday,7:15 pm,https://www.facebook.com/NoExcusesToastmasters,https://noexcusesonline.toastmastersclubs.org,true
28675956,Molly Malone Toastmasters,71,C,10,false,19 Brookdale Close,Swords,K67 T8Y1,-6.25,53.45,Ireland,2023-02-28,Online: https://zoom.us/j/81068255044,1st Wednesday of month,8:00 PM,,,true
28676408,Athenry Ireland Pros Club,71,F,12,true,,Athenry,H65A611,-8.75,53.3,Ireland,,,,,,,true
28676688,Wordsmiths Online,71,D,08,false,Area 08,Division D,W91,-6.67,53.22,Ireland,2024-04-09,Online,1st Thursday,7:30 pm  Dublin/London time,https://www.facebook.com/profile.php?id=61561527501034,https://toastmasterclub.org/portal.php?page=4353,true
28676805,Aberdeen Scotland Pros Club,71,0D,0A,true,,Aberdeen,AB10 7QE,-2.1,57.15,United Kingdom,,RGU student Union,,,,,true
28677211,Ubuntu Speakers,71,E,06,true,,Nottingham,Ng8 1FG,-1.15,52.96,United Kingdom,,,,,,,false
28677413,Deloitte Toastmasters,71,C,57,false,29 Earlsfort Terrace Dublin 2,Dublin,D02 AY28,-6.26,53.33,Ireland,2024-04-30,3 Park Place (Deloitte Offices),2nd & 4th Tuesday,1-2pm,,,true
28677486,Bury St Edmonds UK Pros Club,71,0D,0A,true,,Bury St Edmonds,IP31 3TG,0,0,United Kingdom,,,,,,,false
28677691,Bolton Communicators,71,N,48,false,"The Bolton Hub, Bold Street",Bolton,M50 3YH,-2.43,53.58,United Kingdom,2024-07-01,Bolton CVS,2nd & 4th Wednesday,7:30 PM,,https://boltoncommunicators.org.uk,false
28677881,Gateshead United Kingdom Pros Club,71,N,0A,true,"Dunelm Shields Road,, Tyne And Wear",Gateshead,NE10 0PA,-1.55,54.95,United Kingdom,,St. Mary's Church Hall,,,,,false
28677912,The Amplifiers,71,S,30,false,7B Nightingale Way,Edinburgh,EH3 9EG,-3.2,55.94,United Kingdom,2024-08-08,Cirrus Logic Office,1st & 3rd Thursday,12:00 PM,,,false
28677929,USS Emerald Isle Toastmasters,71,F,09,false,,,,0,0,Ireland,2024-10-18,Zoom,1st & 3rd Mondays,8:00 PM,,,true
28677931,Guidewire Dublin Toastmasters,71,C,16,false,"No 1. Stemple Exchange,, Blanchardstown Corp Park",Dublin,D15K66D,-6.39,53.39,Ireland,2024-08-19,"Guidewire Offices, Ballycoolin<br>Guidewire Software",1st & 3rd Tuesday,1:00 pm,,,true
28677967,Preston UK Pros Club,71,N,0A,true,,Preston,PR1 7NB,-2.7,53.76,United Kingdom,,Preston Speaking Club,,,,,false
28678095,Cork Ireland Pros Club,71,0D,0A,true,,Cork,T23 YY09,-8.47,51.9,Ireland,,,,,,,false
28678182,Online Pros Club,71,F,12,true,,Loughrea,H62 WT02,-8.57,53.2,Ireland,,Online,,,,,true
