MonthEndDate,AsOfDate,Month,ProgramYear,Region,District,DSP,DECTraining,NewPayments,OctPayments,AprilPayments,LatePayments,CharterPayments,TotalYtdPayments,PaymentBase,PaymentGrowth,PaidClubBase,PaidClubs,ClubGrowth,ActiveClubs,DistinguishedClubs,SelectDistinguishedClubs,PresidentsDistinguishedClubs,TotalDistinguishedClubs,DistinguishedClubsPercentage
2019-10-31,2019-11-06,10,2019,13,98,true,true,2100,4546,19,28,149,6842,14201,-0.5182,236,216,-0.0847,242,0,0,0,0,0
2019-10-31,2019-11-06,10,2019,04,99,true,true,315,1608,18,7,0,1948,4869,-0.5999,146,126,-0.137,147,0,0,0,0,0
2019-10-31,2019-11-06,10,2019,02,F,true,true,420,2020,44,18,92,2594,5912,-0.5612,138,131,-0.0507,141,0,0,0,0,0
2019-10-31,2019-11-06,10,2019,DNAR,U,false,false,628,1807,12,57,90,2594,6185,-0.5806,129,103,-0.2016,133,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,02,01,true,true,698,2333,26,15,24,3096,7041,-0.5603,177,159,-0.1017,178,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,01,02,true,true,720,2890,31,17,77,3735,7948,-0.5301,195,189,-0.0308,196,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,03,03,true,true,798,2967,26,31,174,3996,8810,-0.5464,208,199,-0.0433,213,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,02,04,true,true,566,2329,33,30,158,3116,6979,-0.5535,142,129,-0.0915,147,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,03,05,true,true,570,2321,2,16,0,2909,6657,-0.563,142,135,-0.0493,142,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,04,06,true,true,361,1877,5,14,22,2279,5172,-0.5594,149,138,-0.0738,150,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,01,07,true,true,482,2111,2,17,40,2652,6059,-0.5623,162,151,-0.0679,164,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,05,08,true,true,306,1457,7,9,0,1779,4138,-0.5701,105,94,-0.1048,105,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,01,09,true,true,168,777,1,8,20,974,2361,-0.5875,69,65,-0.058,70,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,06,10,true,true,320,1470,3,12,1,1806,4027,-0.5515,109,95,-0.1284,108,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,02,100,true,true,326,1219,3,17,73,1638,3544,-0.5378,92,85,-0.0761,95,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,02,101,true,true,782,2538,13,9,138,3480,6729,-0.4828,151,154,0.0199,155,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,13,102,true,true,700,2702,33,51,149,3635,6897,-0.473,150,149,-0.0067,157,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,05,103,true,true,361,1481,42,42,21,1947,4360,-0.5534,112,99,-0.1161,112,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,11,104,true,true,428,1065,2,60,42,1597,3978,-0.5985,103,75,-0.2718,105,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,11,105,true,true,1268,4696,17,36,267,6284,13486,-0.534,246,245,-0.0041,258,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,04,106,true,true,310,1775,7,32,23,2147,4731,-0.5462,138,130,-0.058,139,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,10,107,true,true,384,1492,0,4,110,1990,4219,-0.5283,86,85,-0.0116,91,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,10,108,true,true,548,1571,37,15,20,2191,4566,-0.5201,91,90,-0.011,92,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,10,109,true,true,529,2165,69,7,86,2856,5952,-0.5202,101,102,0.0099,106,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,06,11,true,true,474,1984,6,11,81,2556,5778,-0.5576,152,138,-0.0921,154,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,10,110,true,true,590,1572,1,22,62,2247,4473,-0.4977,97,95,-0.0206,100,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,08,111,true,true,167,486,0,0,80,733,1199,-0.3887,22,25,0.1364,25,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,12,112,true,true,592,2509,7,20,40,3168,6518,-0.514,169,167,-0.0118,171,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,03,113,true,true,521,1679,5,11,80,2296,4663,-0.5076,116,112,-0.0345,119,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,11,114,true,true,390,1018,0,11,62,1481,2605,-0.4315,51,53,0.0392,54,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,02,115,true,true,263,896,9,24,0,1192,2737,-0.5645,80,64,-0.2,80,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,11,116,true,true,445,1526,0,1,92,2064,4066,-0.4924,74,77,0.0405,78,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,14,118,true,true,1140,3209,29,58,252,4688,8487,-0.4476,155,162,0.0452,169,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,02,12,true,true,285,1231,11,21,76,1624,3525,-0.5393,93,88,-0.0538,95,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,11,122,true,true,138,358,0,5,54,555,1012,-0.4516,20,23,0.15,24,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,06,13,true,true,257,1191,10,4,65,1527,3038,-0.4974,81,78,-0.037,83,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,08,14,true,true,533,2132,163,86,53,2967,6033,-0.5082,146,136,-0.0685,148,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,01,15,true,true,342,1129,72,10,40,1593,3386,-0.5295,91,83,-0.0879,92,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,03,16,true,true,249,1227,11,3,45,1535,3570,-0.57,96,85,-0.1146,97,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,12,17,true,true,341,1238,8,11,0,1598,3443,-0.5359,91,88,-0.033,91,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,07,18,true,true,403,1765,4,43,46,2261,5204,-0.5655,127,117,-0.0787,128,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,05,19,true,true,187,968,4,12,42,1213,2536,-0.5217,78,72,-0.0769,80,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,11,20,true,true,557,2192,2,34,85,2870,6043,-0.5251,137,127,-0.073,141,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,01,21,true,true,456,1692,14,5,43,2210,5017,-0.5595,137,124,-0.0949,137,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,04,22,true,true,317,1436,6,7,42,1808,3886,-0.5347,103,99,-0.0388,105,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,03,23,true,true,237,1002,22,29,41,1331,2993,-0.5553,89,81,-0.0899,92,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,04,24,true,true,141,836,3,5,0,985,2324,-0.5762,69,61,-0.1159,68,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,03,25,true,true,618,2176,11,33,115,2953,6128,-0.5181,156,142,-0.0897,159,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,04,26,true,true,696,2771,38,15,25,3545,8115,-0.5632,194,174,-0.1031,191,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,07,27,true,true,350,1515,67,13,0,1945,4131,-0.5292,113,103,-0.0885,111,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,06,28,true,true,324,1406,22,8,80,1840,4083,-0.5494,116,102,-0.1207,117,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,07,29,true,true,465,1833,17,29,121,2465,4774,-0.4837,125,121,-0.032,129,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,05,30,true,true,453,1926,65,26,158,2628,5207,-0.4953,125,121,-0.032,130,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,09,31,true,true,718,2844,38,47,126,3773,8436,-0.5528,193,178,-0.0777,195,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,01,32,true,true,260,1168,11,11,0,1450,3163,-0.5416,98,93,-0.051,96,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,02,33,true,true,470,1893,42,19,20,2444,5238,-0.5334,153,138,-0.098,154,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,03,34,true,true,763,2171,14,15,130,3093,6562,-0.5286,167,158,-0.0539,171,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,05,35,true,true,257,1525,27,18,117,1944,4152,-0.5318,123,107,-0.1301,125,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,07,36,true,true,670,2674,42,28,93,3507,7741,-0.547,200,187,-0.065,204,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,07,37,true,true,895,3514,44,18,91,4562,9714,-0.5304,231,220,-0.0476,235,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,07,38,true,true,738,2807,44,31,168,3788,7767,-0.5123,174,173,-0.0057,181,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,01,39,true,true,460,2080,14,11,62,2627,5534,-0.5253,153,143,-0.0654,156,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,06,40,true,true,562,2408,61,42,28,3101,7083,-0.5622,188,171,-0.0904,189,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,13,41,true,true,2163,3950,5,19,596,6733,12415,-0.4577,224,228,0.0179,251,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,04,42,true,true,403,1637,53,7,32,2132,4732,-0.5495,128,120,-0.0625,126,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,05,43,true,true,322,1336,148,6,2,1814,4071,-0.5544,105,95,-0.0952,105,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,08,44,true,true,937,2875,133,61,119,4125,9197,-0.5515,199,182,-0.0854,205,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,09,45,true,true,300,1334,34,9,62,1739,3719,-0.5324,104,102,-0.0192,107,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,09,46,true,true,1130,4057,103,42,139,5471,12309,-0.5555,242,223,-0.0785,248,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,08,47,true,true,864,2730,67,38,62,3761,8344,-0.5493,170,163,-0.0412,173,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,08,48,true,true,711,1927,114,23,100,2875,5612,-0.4877,122,113,-0.0738,125,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,02,49,true,true,250,954,3,10,0,1217,2318,-0.475,64,62,-0.0313,63,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,05,50,true,true,775,3083,36,20,116,4030,8660,-0.5346,203,189,-0.069,206,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,13,51,true,true,581,2462,24,23,109,3199,6563,-0.5126,153,148,-0.0327,158,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,02,52,true,true,406,1569,4,38,126,2143,4676,-0.5417,104,100,-0.0385,107,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,09,53,true,true,528,2070,2,25,67,2692,5445,-0.5056,139,133,-0.0432,141,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,05,54,true,true,175,922,3,8,0,1108,2440,-0.5459,76,70,-0.0789,76,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,03,55,true,true,950,3245,39,40,136,4410,8830,-0.5006,202,194,-0.0396,206,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,05,56,true,true,869,2977,438,41,134,4459,8540,-0.4779,194,187,-0.0361,197,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,01,57,true,true,646,2353,15,16,21,3051,6110,-0.5007,151,144,-0.0464,152,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,07,58,true,true,330,1427,2,11,20,1790,3951,-0.547,107,96,-0.1028,107,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,10,59,true,true,695,2477,70,5,34,3281,6705,-0.5107,125,119,-0.048,125,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,06,60,true,true,904,3187,110,27,63,4291,9702,-0.5577,220,204,-0.0727,221,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,09,61,true,true,802,2540,122,7,199,3670,7368,-0.5019,187,185,-0.0107,196,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,06,62,true,true,249,1075,11,6,24,1365,2817,-0.5154,82,74,-0.0976,83,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,06,63,true,true,320,1363,114,5,34,1836,3873,-0.5259,93,83,-0.1075,90,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,04,64,true,true,212,1009,24,1,43,1289,3008,-0.5715,100,82,-0.18,101,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,09,65,true,true,248,1402,33,15,40,1738,4133,-0.5795,107,94,-0.1215,106,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,07,66,true,true,323,1408,16,9,63,1819,3954,-0.54,107,100,-0.0654,110,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,14,67,true,true,581,2551,36,10,22,3200,7008,-0.5434,186,177,-0.0484,187,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,05,68,true,true,269,895,12,13,68,1257,2552,-0.5074,70,67,-0.0429,73,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,12,69,true,true,624,2858,11,25,76,3594,7222,-0.5024,189,187,-0.0106,191,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,12,70,true,true,791,2914,17,40,92,3854,7636,-0.4953,192,189,-0.0156,194,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,10,71,true,true,963,3894,43,65,85,5050,10715,-0.5287,210,210,0,217,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,12,72,true,true,377,1967,5,10,40,2399,5079,-0.5277,127,126,-0.0079,128,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,12,73,true,true,633,2403,7,20,177,3240,6504,-0.5018,156,154,-0.0128,160,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,11,74,true,true,969,3138,16,31,105,4259,9522,-0.5527,218,195,-0.1055,223,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,14,75,true,true,927,2722,0,18,407,4074,7865,-0.482,199,206,0.0352,217,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,14,76,true,true,464,3875,2,35,169,4545,9275,-0.51,199,206,0.0352,207,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,08,77,true,true,225,1081,19,8,0,1333,3252,-0.5901,87,76,-0.1264,86,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,04,78,true,false,206,1170,0,10,54,1440,3053,-0.5283,89,76,-0.1461,91,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,11,79,true,true,1134,2860,19,64,150,4227,9816,-0.5694,219,192,-0.1233,230,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,13,80,true,true,1049,4197,81,58,276,5661,11216,-0.4953,220,212,-0.0364,229,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,08,81,true,true,499,2904,8,25,109,3545,7823,-0.5468,176,166,-0.0568,181,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,13,82,true,true,1831,6084,8,33,245,8201,17480,-0.5308,322,298,-0.0745,333,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,09,83,true,true,673,2850,112,95,96,3826,8355,-0.5421,175,161,-0.08,177,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,08,84,true,true,799,2848,16,24,154,3841,8387,-0.542,201,184,-0.0846,206,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,14,85,true,true,1304,3792,8,21,204,5329,10658,-0.5,197,202,0.0254,207,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,06,86,true,true,920,3255,80,13,79,4347,9763,-0.5547,228,218,-0.0439,232,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,12,87,true,true,457,1815,8,39,168,2487,5398,-0.5393,127,118,-0.0709,133,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,14,88,true,true,1078,3020,6,21,308,4433,8455,-0.4757,159,170,0.0692,173,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,14,89,true,true,705,2444,63,25,39,3276,7260,-0.5488,135,129,-0.0444,136,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,12,90,true,true,504,2379,3,10,68,2964,6046,-0.5098,154,153,-0.0065,156,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,10,91,true,true,1279,4015,69,20,127,5510,10832,-0.4913,172,176,0.0233,179,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,13,92,true,true,2344,5777,51,54,617,8843,15702,-0.4368,269,280,0.0409,295,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,14,93,true,true,419,1096,1,3,95,1614,3325,-0.5146,76,74,-0.0263,80,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,11,94,true,true,944,2589,11,42,118,3704,7083,-0.4771,153,150,-0.0196,158,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,10,95,true,true,852,3204,23,24,9,4112,8354,-0.5078,142,141,-0.007,143,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,01,96,true,true,661,2002,22,14,0,2699,6018,-0.5515,135,129,-0.0444,133,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,13,97,true,true,307,604,2,7,82,1002,2144,-0.5326,48,45,-0.0625,52,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,13,98,true,true,2313,4648,20,31,253,7265,14204,-0.4885,237,229,-0.0338,246,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,04,99,true,true,394,1638,37,7,0,2076,4869,-0.5736,146,131,-0.1027,147,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,02,F,true,true,483,2043,67,18,92,2703,5912,-0.5428,138,131,-0.0507,141,0,0,0,0,0
2019-11-30,2019-12-06,11,2019,DNAR,U,false,false,722,1847,17,58,131,2775,6186,-0.5514,129,111,-0.1395,135,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,02,01,true,true,772,2362,30,15,24,3203,7041,-0.5451,177,162,-0.0847,177,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,01,02,true,true,810,2906,36,17,77,3846,7948,-0.5161,195,189,-0.0308,196,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,03,03,true,true,871,2983,33,31,194,4112,8810,-0.5333,208,201,-0.0337,214,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,02,04,true,true,636,2379,43,30,178,3266,6979,-0.532,142,133,-0.0634,148,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,03,05,true,true,630,2337,4,17,76,3064,6658,-0.5398,143,140,-0.021,146,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,04,06,true,true,388,1886,5,14,42,2335,5172,-0.5485,149,140,-0.0604,151,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,01,07,true,true,542,2122,3,17,60,2744,6059,-0.5471,162,153,-0.0556,165,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,05,08,true,true,337,1459,7,9,21,1833,4138,-0.557,105,94,-0.1048,106,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,01,09,true,true,189,781,2,8,20,1000,2361,-0.5765,69,65,-0.058,70,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,06,10,true,true,356,1490,6,12,1,1865,4027,-0.5369,109,96,-0.1193,108,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,02,100,true,true,360,1224,7,17,73,1681,3544,-0.5257,92,86,-0.0652,94,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,02,101,true,true,863,2548,17,9,178,3615,6729,-0.4628,151,155,0.0265,157,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,13,102,true,true,784,2718,46,51,170,3769,6897,-0.4535,150,152,0.0133,158,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,05,103,true,true,413,1524,46,42,41,2066,4360,-0.5261,112,105,-0.0625,113,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,11,104,true,true,496,1100,8,68,62,1734,3986,-0.565,105,82,-0.219,108,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,11,105,true,true,1428,4737,20,36,331,6552,13486,-0.5142,246,248,0.0081,261,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,04,106,true,true,350,1784,9,32,23,2198,4731,-0.5354,138,131,-0.0507,139,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,10,107,true,true,444,1494,5,4,110,2057,4219,-0.5124,86,86,0,91,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,10,108,true,true,638,1583,33,15,20,2289,4566,-0.4987,91,92,0.011,92,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,10,109,true,true,625,2184,81,7,86,2983,5952,-0.4988,101,103,0.0198,106,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,06,11,true,true,520,2039,9,11,81,2660,5778,-0.5396,152,141,-0.0724,154,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,10,110,true,true,664,1573,1,22,80,2340,4473,-0.4769,97,97,0,101,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,08,111,true,true,177,486,0,0,80,743,1199,-0.3803,22,25,0.1364,25,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,12,112,true,true,633,2517,10,20,40,3220,6518,-0.506,169,167,-0.0118,171,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,03,113,true,true,558,1687,8,11,80,2344,4663,-0.4973,116,112,-0.0345,119,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,11,114,true,true,417,1050,0,11,133,1611,2605,-0.3816,51,57,0.1176,57,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,02,115,true,true,286,899,10,24,0,1219,2737,-0.5546,80,65,-0.1875,80,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,11,116,true,true,491,1534,1,1,128,2155,4066,-0.47,74,79,0.0676,80,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,14,118,true,true,1351,3220,41,58,295,4965,8487,-0.415,155,164,0.0581,171,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,02,12,true,true,318,1246,11,21,76,1672,3525,-0.5257,93,88,-0.0538,95,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,11,122,true,true,169,366,0,5,78,618,1012,-0.3893,21,24,0.1429,25,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,06,13,true,true,295,1202,16,4,65,1582,3038,-0.4793,81,78,-0.037,83,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,08,14,true,true,571,2137,191,86,76,3061,6033,-0.4926,146,138,-0.0548,149,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,01,15,true,true,379,1146,74,10,40,1649,3386,-0.513,91,83,-0.0879,92,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,03,16,true,true,271,1280,19,3,65,1638,3570,-0.5412,96,87,-0.0938,98,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,12,17,true,true,364,1244,12,11,0,1631,3443,-0.5263,91,88,-0.033,91,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,07,18,true,true,449,1803,6,43,46,2347,5204,-0.549,127,118,-0.0709,128,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,05,19,true,true,208,973,5,12,42,1240,2536,-0.511,78,72,-0.0769,80,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,11,20,true,true,652,2231,6,34,105,3028,6043,-0.4989,137,131,-0.0438,142,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,01,21,true,true,519,1705,18,5,82,2329,5017,-0.5358,137,128,-0.0657,139,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,04,22,true,true,353,1447,9,7,42,1858,3886,-0.5219,103,100,-0.0291,105,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,03,23,true,true,258,1007,23,29,41,1358,2993,-0.5463,89,81,-0.0899,92,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,04,24,true,true,153,837,6,5,27,1028,2324,-0.5577,69,62,-0.1014,69,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,03,25,true,true,678,2183,15,33,115,3024,6128,-0.5065,155,142,-0.0839,159,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,04,26,true,true,767,2793,41,15,65,3681,8115,-0.5464,194,177,-0.0876,192,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,07,27,true,true,413,1525,69,13,0,2020,4131,-0.511,113,104,-0.0796,111,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,06,28,true,true,364,1411,22,8,108,1913,4083,-0.5315,116,103,-0.1121,118,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,07,29,true,true,520,1868,23,29,139,2579,4774,-0.4598,126,126,0,131,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,05,30,true,true,527,1992,78,26,178,2801,5207,-0.4621,125,124,-0.008,131,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,09,31,true,true,794,2896,47,47,176,3960,8436,-0.5306,193,182,-0.057,196,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,01,32,true,true,290,1173,11,11,0,1485,3163,-0.5305,98,93,-0.051,96,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,02,33,true,true,521,1902,47,19,43,2532,5238,-0.5166,153,141,-0.0784,155,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,03,34,true,true,808,2183,18,14,170,3193,6561,-0.5133,167,160,-0.0419,173,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,05,35,true,true,288,1536,31,17,117,1989,4151,-0.5208,123,110,-0.1057,125,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,07,36,true,true,768,2717,50,29,93,3657,7742,-0.5276,201,189,-0.0597,205,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,07,37,true,true,978,3554,57,18,114,4721,9714,-0.514,231,223,-0.0346,236,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,07,38,true,true,804,2832,52,31,240,3959,7767,-0.4903,174,176,0.0115,184,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,01,39,true,true,530,2092,16,11,82,2731,5534,-0.5065,153,146,-0.0458,157,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,06,40,true,true,625,2440,77,42,71,3255,7083,-0.5404,188,175,-0.0691,191,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,13,41,true,true,2387,3976,32,19,899,7313,12415,-0.411,224,243,0.0848,265,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,04,42,true,true,446,1645,66,7,32,2196,4732,-0.5359,128,121,-0.0547,126,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,05,43,true,true,348,1353,154,6,28,1889,4071,-0.536,105,97,-0.0762,106,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,08,44,true,true,1022,2919,136,61,119,4257,9197,-0.5371,199,188,-0.0553,205,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,09,45,true,true,323,1367,36,9,82,1817,3719,-0.5114,104,104,0,108,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,09,46,true,true,1238,4074,144,42,208,5706,12309,-0.5364,242,227,-0.062,251,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,08,47,true,true,943,2771,175,38,266,4193,8344,-0.4975,170,172,0.0118,181,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,08,48,true,true,761,1932,117,23,141,2974,5612,-0.4701,122,115,-0.0574,127,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,02,49,true,true,256,956,3,10,0,1225,2318,-0.4715,64,62,-0.0313,63,0,0,0,0,0
2019-12-31,2020-01-06,12,2019,05,50,true,true,857,3102,42,20,116,4137,8660,-0.5223,203,191,-0.0591,206,0,0,0,0,0
