District,Division,Area,ProgramYear,Month,AsOfDate,ClubNumber,ClubName,ClubStatus,BaseMembers,ActiveMembers,GoalsMet,CCs,CCsAdd,ACs,ACsAdd,Ldr,LdrsAdd,Level1s,Level2s,Level2sAdd,Level3s,Level45DTMs,Level45DTMsAdd,NewMembers,AddNewMembers,OfficersTrainedRd1,OfficersTrainedRd2,MembersDuesOnTimeOct,MembersDuesOnTimeApr,OfficerListOnTime,COTMet,Goal10Met,DistinguishedStatus,MembersGrowth,AwardsPerMember,DCPEligibility,MonthlyGrowth,30SeptMembers,31MarMembers,Region,NovADVisit,MarADVisit
91,B,08,2020,7,2020-08-05,04138266,London Victorians,Active,42,44,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,false,false,true,false,false,,2,0.02,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,08,2020,7,2020-08-05,05513601,Clapham Connectors,Active,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,false,false,true,false,false,,1,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,08,2020,7,2020-08-05,07064444,Legacy Speakers Brixton,Active,14,14,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0.29,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,09,2020,7,2020-08-05,00002390,Berkeley Square Speakers Toastmasters Club,Active,54,54,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,false,false,true,false,false,,0,0.07,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,09,2020,7,2020-08-05,00004824,London Business School Public Speaking Club,Active,22,27,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,false,false,false,false,false,,5,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,09,2020,7,2020-08-05,04210965,Speak Out,Active,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,09,2020,7,2020-08-05,04495118,Paddington Toastmasters,Active,16,16,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,false,false,true,false,false,,0,0.19,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,09,2020,7,2020-08-05,07376816,The Workshop Speakers,Active,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,false,false,true,false,false,,1,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,18,2020,7,2020-08-05,00674907,London Cardinals Club,Active,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,18,2020,7,2020-08-05,04144038,104 London Debaters,Active,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,18,2020,7,2020-08-05,06843951,Zig-Zag Toastmasters,Active,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,18,2020,7,2020-08-05,06963045,Centurion Toastmasters,Active,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,false,false,true,false,false,,1,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,52,2020,7,2020-08-05,00004141,Grosvenor Square Speakers,Active,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,52,2020,7,2020-08-05,01095711,Polish Your Polish,Active,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,52,2020,7,2020-08-05,02165768,Imperial College Speakers,Active,26,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,52,2020,7,2020-08-05,02277701,Kings Speakers,Active,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,false,false,true,false,false,,2,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,52,2020,7,2020-08-05,07497627,Vocalise,Active,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,02,2020,7,2020-08-05,00003149,Holborn Speakers,Active,37,38,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,false,false,true,false,false,,1,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,02,2020,7,2020-08-05,01417626,Bloomsbury Speakers,Active,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,false,false,true,false,false,,1,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,02,2020,7,2020-08-05,03025177,Connected Speakers London,Active,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,false,false,true,false,false,,1,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,C,02,2020,7,2020-08-05,05101315,Lloyds Banking Group Toastmasters (London),Active,38,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,false,false,true,false,false,,0,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,02,2020,7,2020-08-05,06451860,Blue Fin Speakers,Active,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,C,05,2020,7,2020-08-05,00007989,St Pauls Speakers,Active,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,false,false,true,false,false,,2,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,05,2020,7,2020-08-05,01519329,Covent Garden Speakers,Active,44,44,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,false,false,true,false,false,,0,0.07,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,05,2020,7,2020-08-05,04146282,J.P. Morgan First Class Speakers,Ineligible,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,C,05,2020,7,2020-08-05,05920958,Google UK Speakers,Low,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,C,05,2020,7,2020-08-05,07700048,Oracle NetSuite Toastmasters,Active,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,false,false,true,false,false,,1,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,33,2020,7,2020-08-05,00005964,Broadgate Speakers,Active,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,33,2020,7,2020-08-05,01182993,Cass Toastmasters,Active,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,33,2020,7,2020-08-05,05195874,Ropemaker Place Toastmasters,Active,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,C,33,2020,7,2020-08-05,07049317,Honourable Artillery Company,Active,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,C,33,2020,7,2020-08-05,07225433,Speakerforce London Toastmasters Club,Active,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,34,2020,7,2020-08-05,00835375,Early Bird Speakers,Active,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,34,2020,7,2020-08-05,04169140,City Limits Speakers,Active,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,false,false,true,false,false,,2,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,34,2020,7,2020-08-05,04421897,Barings Speaking Club,Active,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,C,34,2020,7,2020-08-05,04713088,GS London Toastmasters Club,Active,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,C,34,2020,7,2020-08-05,07290857,Gartner London Toastmasters,Ineligible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,C,58,2020,7,2020-08-05,00002027,City of London Toastmasters Club,Active,58,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,false,false,true,false,false,,0,0.02,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,58,2020,7,2020-08-05,01376237,1st London Toastmasters,Active,56,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,false,false,true,false,false,,0,0.02,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,58,2020,7,2020-08-05,03808273,PMI UK Toastmasters Club,Active,29,31,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,7,0,false,false,true,false,false,,2,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,58,2020,7,2020-08-05,06718778,Bloomberg London Toastmasters,Active,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,58,2020,7,2020-08-05,07403534,Meraki Toastmasters UK,Active,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,14,2020,7,2020-08-05,00009834,Guildford Speakers Club,Active,38,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,false,false,true,false,false,,0,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,14,2020,7,2020-08-05,00886002,Woking Speakers Toastmasters Club,Active,30,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,14,2020,7,2020-08-05,00961893,Camberley Speakers,Active,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,false,false,true,false,false,,1,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,14,2020,7,2020-08-05,01500528,Farnham Speakers Club,Active,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,14,2020,7,2020-08-05,02673910,Fluor Farnborough Speakers,Active,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,D,14,2020,7,2020-08-05,06989880,Godalming Speakers,Active,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,21,2020,7,2020-08-05,00005461,Maidenhead Speakers Club,Active,37,37,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,false,false,true,false,false,,0,0.05,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,21,2020,7,2020-08-05,00758236,Windsor Speakers Club,Active,23,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,false,false,true,false,false,,0,0.04,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,21,2020,7,2020-08-05,01937571,FM Global Communicators,Active,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,21,2020,7,2020-08-05,03124015,Wokingham Speakers,Active,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,false,false,true,false,false,,1,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,21,2020,7,2020-08-05,04670783,Ascot & Bracknell Speakers,Active,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,21,2020,7,2020-08-05,07569818,Burnham Speakers,Active,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,false,false,true,false,false,,1,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,29,2020,7,2020-08-05,00002731,"Riverside Communicators ",Active,63,64,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,7,0,false,false,true,false,false,,1,0.08,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,29,2020,7,2020-08-05,00589261,Trojan Speakers Club,Active,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,false,false,true,false,false,,3,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,29,2020,7,2020-08-05,06989572,BMS Uxbridge Toastmasters Club,Active,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,D,29,2020,7,2020-08-05,07305510,GSK House Toastmasters Club,Active,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,53,2020,7,2020-08-05,00002487,Epsom Speakers Club,Active,27,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,false,false,true,false,false,,1,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,53,2020,7,2020-08-05,00005391,Mole Valley Speakers LEATHERHEAD,Active,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,false,false,true,false,false,,2,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,53,2020,7,2020-08-05,04349640,SURBITON SPEAKERS,Active,34,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,53,2020,7,2020-08-05,06842976,Sutton Speakeasy,Active,23,24,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,false,false,true,false,false,,1,0.08,true,XXX,XXX,XXX,XXX,XXX,XXX
91,D,53,2020,7,2020-08-05,07176374,The Reigate Rhetoric,Active,15,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,false,false,true,false,false,,0,0.07,false,XXX,XXX,XXX,XXX,XXX,XXX
91,H,15,2020,7,2020-08-05,00625647,The Speakers of Croydon Club,Active,48,48,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,false,false,true,false,false,,0,0.04,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,15,2020,7,2020-08-05,00840230,Croydon Communicators Club,Active,28,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,15,2020,7,2020-08-05,01638915,Purley Speakers,Active,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,32,2020,7,2020-08-05,00007298,Arun Speakers,Active,24,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,false,false,true,false,false,,0,0.04,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,32,2020,7,2020-08-05,01321786,County Communicators,Active,22,24,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,6,0,false,false,true,false,false,,2,0.08,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,32,2020,7,2020-08-05,01503299,Worthing Speaker's Club,Active,27,28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,false,false,true,false,false,,1,0.04,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,32,2020,7,2020-08-05,05492830,Gatwick Communicators,Active,20,20,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5,0,false,false,true,false,false,,0,0.15,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,35,2020,7,2020-08-05,00008959,Bromley Speakers,Active,40,40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,false,false,true,false,false,,0,0.05,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,35,2020,7,2020-08-05,00762850,Meridian Speakers Club,Active,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,35,2020,7,2020-08-05,01246707,Lewisham Speakers Club,Active,22,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0.09,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,35,2020,7,2020-08-05,03518670,Connected Speakers Bromley,Active,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,false,false,true,false,false,,1,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,35,2020,7,2020-08-05,06630662,Beckenham Communicators,Active,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,37,2020,7,2020-08-05,00009934,Kent Speakers Club,Active,32,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,false,false,true,false,false,,1,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,37,2020,7,2020-08-05,00710647,Canterbury Communicators Club,Active,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,37,2020,7,2020-08-05,00739066,Tunbridge Wells Speakers Club,Active,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,false,false,true,false,false,,2,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,37,2020,7,2020-08-05,00782690,Toasted Sandwich Toastmasters Club,Active,22,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,37,2020,7,2020-08-05,07201549,Spirited Speakers,Active,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,55,2020,7,2020-08-05,00005439,Brighton & Hove Speakers Club,Active,20,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,false,false,true,false,false,,1,0.05,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,55,2020,7,2020-08-05,00941371,Eastbourne Speakers Club,Active,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,H,55,2020,7,2020-08-05,01240705,Battle Speakers Club,Active,20,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0.05,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,55,2020,7,2020-08-05,02798330,Lewes Speakers Club,Active,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,H,55,2020,7,2020-08-05,05424679,TPR Speakers Club,Active,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,04,2020,7,2020-08-05,00000309,Thame Speakers,Active,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,false,false,true,false,false,,1,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,04,2020,7,2020-08-05,00000762,Aylesbury Speakers,Active,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,04,2020,7,2020-08-05,00004827,Chiltern Speakers Club,Active,41,41,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,false,false,true,false,false,,0,0.07,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,04,2020,7,2020-08-05,01053038,Berkhamsted Speakers Club,Active,27,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0.11,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2020,7,2020-08-05,00003297,Oxford Speakers Club,Active,43,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0.02,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2020,7,2020-08-05,00004166,North Oxford Speakers,Active,22,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0.05,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2020,7,2020-08-05,00005503,Bicester Achievers Toastmasters Club,Active,22,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0.09,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2020,7,2020-08-05,01045890,Oxford Orators Club,Active,35,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2020,7,2020-08-05,07479608,Witney Speakers,Active,16,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,false,false,true,false,false,,1,0.06,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,10,2020,7,2020-08-05,01014712,Voice of Wales,Active,31,31,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,false,false,true,false,false,,0,0.1,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,10,2020,7,2020-08-05,02205990,Cardiff Toastmasters,Active,23,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0.09,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,10,2020,7,2020-08-05,06688553,Valleys and Vale Speakers,Active,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,10,2020,7,2020-08-05,07068028,Wye Knot Speakers,Active,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,-15,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,11,2020,7,2020-08-05,01182918,Cheltenham Speakers,Active,27,27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0.07,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,11,2020,7,2020-08-05,03105854,Malvern Speakers,Active,28,28,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,false,false,true,false,false,,0,0.14,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,11,2020,7,2020-08-05,04277469,Gloucester Speakers,Active,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,false,false,true,false,false,,2,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,11,2020,7,2020-08-05,06778145,Ludlow Speakers,Active,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,11,2020,7,2020-08-05,07084351,Worcester Speakers,Active,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,22,2020,7,2020-08-05,00005161,"Thamesdown Speakers Club ",Active,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,false,false,true,false,false,,1,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,22,2020,7,2020-08-05,00006874,Abingdon Speakers Club,Active,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,22,2020,7,2020-08-05,05494849,Infineum Milton Hill Speakers,Active,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,22,2020,7,2020-08-05,06870121,Milton Park Toastmasters,Low,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,false,false,true,false,false,,1,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,22,2020,7,2020-08-05,07463526,Didcot Speakers Toastmasters Club,Active,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,03,2020,7,2020-08-05,00760422,MLP London Bridge Speakers,Active,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,03,2020,7,2020-08-05,01811645,London Public Speakers,Active,42,42,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,false,false,true,false,false,,0,0.02,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,03,2020,7,2020-08-05,05987771,Central London Toastmasters,Active,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,03,2020,7,2020-08-05,06787373,London Toastmasters,Active,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,03,2020,7,2020-08-05,07432434,Acuris London Toastmasters,Active,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,false,false,true,false,false,,1,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,12,2020,7,2020-08-05,01492774,Woodford Green Speakers,Active,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,12,2020,7,2020-08-05,04137457,Stratford London Toastmasters,Active,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,K,12,2020,7,2020-08-05,04580487,Tottenham Speakers Club,Active,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,false,false,true,false,false,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,K,12,2020,7,2020-08-05,06113540,Barking Toastmasters,Active,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,false,false,true,false,false,,0,0,true,XXX,XXX,XXX,XXX,XXX,XXX
